question_id,question,sub_question,column_name,question_format,system_prompt_id,subpopulation,split,model_answer,model_reasoning,categories,model_distribution,true_distribution,kl_divergence,cross_entropy,expected_text,is_correct
1,"Please indicate, for each of the following, how important it is in your life.",Family,Q1,matrix_single_select,ai_research_assistant_letter,overall,train,A,,"['Very important', 'Rather important', 'Not very important', 'Not at all important', ""Don't know""]","[0.9981262799825228, 0.0013242943990160816, 0.0002954901622367826, 7.471161318422706e-05, 0.00017922384304006883]","[0.9092702169625246, 0.07297830374753451, 0.01282051282051282, 0.004930966469428008, 0.0]",0.2768070719375443,0.636367580777625,A,True
1,"Please indicate, for each of the following, how important it is in your life.",Family,Q1,matrix_single_select,survey_respondent_letter,overall,train,A,,"['Very important', 'Rather important', 'Not very important', 'Not at all important', ""Don't know""]","[0.9986432135544933, 0.0009106448263627783, 0.00020319222905503762, 8.470312298686108e-05, 0.0001582462671020876]","[0.9092702169625246, 0.07297830374753451, 0.01282051282051282, 0.004930966469428008, 0.0]",0.30784749425169866,0.6674080030793311,A,True
1,"Please indicate, for each of the following, how important it is in your life.",Family,Q1,matrix_single_select,values_reflection_letter,overall,train,A,,"['Very important', 'Rather important', 'Not very important', 'Not at all important', ""Don't know""]","[0.9968951853837635, 0.0019244608399640835, 0.00029512548758022286, 0.00026044732866331517, 0.0006247809600288619]","[0.9092702169625246, 0.07297830374753451, 0.01282051282051282, 0.004930966469428008, 0.0]",0.24451066337529204,0.6040711723402493,A,True
1,"Please indicate, for each of the following, how important it is in your life.",Family,Q1,matrix_single_select,ai_opinion_simulator_letter,overall,train,A,,"['Very important', 'Rather important', 'Not very important', 'Not at all important', ""Don't know""]","[0.9992372856361029, 0.0005526624564269134, 0.00012331572121206588, 3.533054565553077e-05, 5.1405640602573666e-05]","[0.9092702169625246, 0.07297830374753451, 0.01282051282051282, 0.004930966469428008, 0.0]",0.3544667992186871,0.714027307933879,A,True
1,"Please indicate, for each of the following, how important it is in your life.",Family,Q1,matrix_single_select,no_persona_letter,overall,train,A,,"['Very important', 'Rather important', 'Not very important', 'Not at all important', ""Don't know""]","[0.9924824935606185, 0.003158853480014967, 0.0010255295763103684, 0.001162077252970372, 0.002171046130085839]","[0.9092702169625246, 0.07297830374753451, 0.01282051282051282, 0.004930966469428008, 0.0]",0.18903571336835692,0.5485962224578705,A,True
1,"Please indicate, for each of the following, how important it is in your life.",Friends,Q2,matrix_single_select,ai_research_assistant_letter,overall,train,A,,"['Very important', 'Rather important', 'Not very important', 'Not at all important', ""Don't know""]","[0.9904167785095799, 0.00856878283083389, 0.0007970209581671174, 9.51905788046838e-05, 0.00012222712261443142]","[0.5606361829025845, 0.38469184890656066, 0.04671968190854871, 0.003976143141153081, 0.003976143141153081]",1.3633407049304227,2.2423581289332852,A,True
1,"Please indicate, for each of the following, how important it is in your life.",Friends,Q2,matrix_single_select,survey_respondent_letter,overall,train,A,,"['Very important', 'Rather important', 'Not very important', 'Not at all important', ""Don't know""]","[0.993194011741696, 0.005905747223455609, 0.0006224611778106046, 0.00013888992851892348, 0.00013888992851892348]","[0.5606361829025845, 0.38469184890656066, 0.04671968190854871, 0.003976143141153081, 0.003976143141153081]",1.5144917657194088,2.3935091897222716,A,True
1,"Please indicate, for each of the following, how important it is in your life.",Friends,Q2,matrix_single_select,values_reflection_letter,overall,train,A,,"['Very important', 'Rather important', 'Not very important', 'Not at all important', ""Don't know""]","[0.9723989064149497, 0.025913553975637212, 0.0008867128444052562, 0.00032620358122529734, 0.00047462318378249457]","[0.5606361829025845, 0.38469184890656066, 0.04671968190854871, 0.003976143141153081, 0.003976143141153081]",0.9326446957972906,1.8116621198001535,A,True
1,"Please indicate, for each of the following, how important it is in your life.",Friends,Q2,matrix_single_select,ai_opinion_simulator_letter,overall,train,A,,"['Very important', 'Rather important', 'Not very important', 'Not at all important', ""Don't know""]","[0.9896576879830621, 0.009702264130716079, 0.0005473642867009733, 5.769177137114059e-05, 3.4991828149728316e-05]","[0.5606361829025845, 0.38469184890656066, 0.04671968190854871, 0.003976143141153081, 0.003976143141153081]",1.3404989493062844,2.219516373309147,A,True
1,"Please indicate, for each of the following, how important it is in your life.",Friends,Q2,matrix_single_select,no_persona_letter,overall,train,A,,"['Very important', 'Rather important', 'Not very important', 'Not at all important', ""Don't know""]","[0.9441431804844073, 0.047006121250941134, 0.0026519038940245676, 0.0023402969724287083, 0.0038584973981983226]","[0.5606361829025845, 0.38469184890656066, 0.04671968190854871, 0.003976143141153081, 0.003976143141153081]",0.6527393485121,1.5317567725149628,A,True
1,"Please indicate, for each of the following, how important it is in your life.",Leisure time,Q3,matrix_single_select,ai_research_assistant_letter,overall,train,A,,"['Very important', 'Rather important', 'Not very important', 'Not at all important', ""Don't know""]","[0.646180474979836, 0.3458754738108941, 0.007178416445697283, 0.0005200027432169861, 0.00024563202035572543]","[0.49498997995991983, 0.44188376753507014, 0.0531062124248497, 0.0070140280561122245, 0.003006012024048096]",0.10836708118468043,1.0254790600106265,A,True
1,"Please indicate, for each of the following, how important it is in your life.",Leisure time,Q3,matrix_single_select,survey_respondent_letter,overall,train,A,,"['Very important', 'Rather important', 'Not very important', 'Not at all important', ""Don't know""]","[0.747584568143287, 0.24270516014038915, 0.008304913884535688, 0.00099188051642959, 0.0004134773153586008]","[0.49498997995991983, 0.44188376753507014, 0.0531062124248497, 0.0070140280561122245, 0.003006012024048096]",0.1789061171925659,1.0960180960185122,A,True
1,"Please indicate, for each of the following, how important it is in your life.",Leisure time,Q3,matrix_single_select,values_reflection_letter,overall,train,A,,"['Very important', 'Rather important', 'Not very important', 'Not at all important', ""Don't know""]","[0.697464333027822, 0.29074639051970164, 0.007748129784802545, 0.0015256972156249807, 0.0025154494520488657]","[0.49498997995991983, 0.44188376753507014, 0.0531062124248497, 0.0070140280561122245, 0.003006012024048096]",0.12868790767084667,1.0457998864967928,A,True
1,"Please indicate, for each of the following, how important it is in your life.",Leisure time,Q3,matrix_single_select,ai_opinion_simulator_letter,overall,train,A,,"['Very important', 'Rather important', 'Not very important', 'Not at all important', ""Don't know""]","[0.5579120749010738, 0.4345023608179486, 0.007023076557626208, 0.00044897026342000985, 0.00011351745993146584]","[0.49498997995991983, 0.44188376753507014, 0.0531062124248497, 0.0070140280561122245, 0.003006012024048096]",0.08477859539919833,1.0018905742251445,A,True
1,"Please indicate, for each of the following, how important it is in your life.",Leisure time,Q3,matrix_single_select,no_persona_letter,overall,train,A,,"['Very important', 'Rather important', 'Not very important', 'Not at all important', ""Don't know""]","[0.7452089337139715, 0.21350594689806598, 0.01985914659416265, 0.009380794380507141, 0.012045178413292706]","[0.49498997995991983, 0.44188376753507014, 0.0531062124248497, 0.0070140280561122245, 0.003006012024048096]",0.16492954724821487,1.0820415260741612,A,True
1,"Please indicate, for each of the following, how important it is in your life.",Politics,Q4,matrix_single_select,ai_research_assistant_letter,overall,train,B,,"['Very important', 'Rather important', 'Not very important', 'Not at all important', ""Don't know""]","[0.16103623382489804, 0.7217143505702139, 0.0976734131394533, 0.01697309417150732, 0.002602908293927354]","[0.09365558912386707, 0.4300100704934542, 0.36958710976837866, 0.09667673716012085, 0.010070493454179255]",0.400218573263289,1.6249677649431489,B,True
